city,xiaoqu_id,xiaoqu_name,ershoufang_id,ershoufang_title,ershoufang_href,area_sqm,total_selling_price,unit_selling_price,watchers,visits,post_days,facing,huxing,floor,furbishing,elevator,year
sh,5011000014141,中远两湾城,107100484720,满五年唯一+采光好+南北通+安静之所+业主急售,https://sh.lianjia.com/ershoufang/107100484720.html,132.23,840.0,63526.0,70,1,7个月以前,南,3室2厅,低楼层(共33层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100808067,沿河首排 绿化茂盛 高区南北通透  千米无遮挡,https://sh.lianjia.com/ershoufang/107100808067.html,166.44,1198.0,71978.0,48,5,3个月以前,南北,4室2厅,高楼层(共30层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100201855,南北通大三房业主诚意出售 高区景观视野好 满五唯一！,https://sh.lianjia.com/ershoufang/107100201855.html,123.74,858.0,69339.0,92,1,10个月以前,南,3室2厅,高楼层(共34层),精装,有电梯,2005
sh,5011000014141,中远两湾城,107100442010,99弄高区沿河景观房，全南户型，中式装修，采光充足！,https://sh.lianjia.com/ershoufang/107100442010.html,96.92,748.0,77178.0,51,23,7个月以前,南,2室2厅,中楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107001827069,高区南北户型，三个房间朝南，满五唯一，免征个税！,https://sh.lianjia.com/ershoufang/107001827069.html,140.68,880.0,62554.0,120,0,一年前,南,3室2厅,高楼层(共30层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100997521,南北通 楼层高区 户型正气 采光好  精装修 诚意出售,https://sh.lianjia.com/ershoufang/107100997521.html,123.24,750.0,60857.0,54,19,14天以前,南北,2室2厅,高楼层(共34层),精装,有电梯,2005
sh,5011000014141,中远两湾城,107100991924,俯瞰苏河美景 静享舒适空间 三房朝南别致错层实惠实用,https://sh.lianjia.com/ershoufang/107100991924.html,120.08,838.0,69787.0,27,4,29天以前,南,3室2厅,中楼层(共34层),其他,有电梯,2003
sh,5011000014141,中远两湾城,107100332371,沿河高区景观四房 满5唯一 精装修 业主诚意出售,https://sh.lianjia.com/ershoufang/107100332371.html,166.88,1170.0,70111.0,13,0,8个月以前,西南,4室2厅,高楼层(共27层),简装,有电梯,2004
sh,5011000014141,中远两湾城,107100845658,至笋：高区南北直通+两南一北3阳台+朝向正+看二期花园,https://sh.lianjia.com/ershoufang/107100845658.html,142.55,960.0,67345.0,35,0,2个月以前,南北,3室2厅,高楼层(共35层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100021395,小3房自由设计，全明日照充足，看房方便，价格实惠！,https://sh.lianjia.com/ershoufang/107100021395.html,123.22,750.0,60867.0,295,9,一年前,南,3室2厅,低楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100685801,置换？两房不够住三房价格高？此房让您再多一个选择！,https://sh.lianjia.com/ershoufang/107100685801.html,123.22,710.0,57621.0,191,19,4个月以前,西南,3室2厅,低楼层(共34层),简装,有电梯,2003
sh,5011000014141,中远两湾城,107100983562,高区景观视野好 业主诚意出售 自住保养拎包入住,https://sh.lianjia.com/ershoufang/107100983562.html,72.61,545.0,75059.0,40,44,1个月以前,东南,1室2厅,高楼层(共32层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107100699291,新挂牌精装自住两房，位置安静+全明户型+满五唯一税少,https://sh.lianjia.com/ershoufang/107100699291.html,90.12,670.0,74346.0,136,16,4个月以前,南,2室2厅,低楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100868609,南北通透，精装修税费少，地铁3.4号有学上，随时看,https://sh.lianjia.com/ershoufang/107100868609.html,109.98,760.0,69104.0,34,12,2个月以前,南,2室2厅,中楼层(共34层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100876655,沿河高区景观房，通风好，30万精装，看房联系维护人,https://sh.lianjia.com/ershoufang/107100876655.html,65.26,530.0,81214.0,44,0,2个月以前,南,1室2厅,高楼层(共34层),其他,有电梯,2003
sh,5011000014141,中远两湾城,107002166855,34号线地铁 中潭站 看中可谈 高区景观房 拎包入住,https://sh.lianjia.com/ershoufang/107002166855.html,163.6,1220.0,74573.0,52,8,一年前,南,3室2厅,中楼层(共32层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100578563,一线苏州河梦清园景观 中区楼层  业主诚意出售,https://sh.lianjia.com/ershoufang/107100578563.html,213.57,1250.0,58529.0,87,10,5个月以前,南北,4室2厅,中楼层(共32层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100159254,中间位置安静+高区景观房+正气户型+厅带外阳台！,https://sh.lianjia.com/ershoufang/107100159254.html,75.31,605.0,80335.0,117,7,10个月以前,南,1室2厅,中楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107101004383,诚意出售！高区全天采光，景观好，业主契税单已给我,https://sh.lianjia.com/ershoufang/107101004383.html,62.36,525.0,84189.0,52,0,12天以前,南,2室1厅,高楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107101007805,沿河一排景观房！楼层好位置佳！小区出入方便诚意出售,https://sh.lianjia.com/ershoufang/107101007805.html,98.9,730.0,73812.0,5,1,12天以前,南,2室2厅,中楼层(共34层),其他,有电梯,2001
sh,5011000014141,中远两湾城,107100854049,中远两湾城 2室2厅 730万,https://sh.lianjia.com/ershoufang/107100854049.html,105.07,730.0,69478.0,48,7,2个月以前,南,2室2厅,低楼层(共34层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100883468,至笋：安静位置+南北直通前后双阳台+看河景+满五唯一,https://sh.lianjia.com/ershoufang/107100883468.html,105.35,760.0,72141.0,82,0,2个月以前,南北,2室2厅,中楼层(共30层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100729446,买入1100万！税费低！苏州河梦情园一线景观房！诚意卖,https://sh.lianjia.com/ershoufang/107100729446.html,163.0,1160.0,71166.0,30,1,4个月以前,南,3室2厅,高楼层(共27层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100058865,99弄三期造币厂旁，高区阔景采光佳，婚房养老投,https://sh.lianjia.com/ershoufang/107100058865.html,61.3,495.0,80751.0,67,0,11个月以前,西南,1室2厅,高楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100687355,笋盘+91弄精彩世界沿河景观房，楼层佳，采光充足！,https://sh.lianjia.com/ershoufang/107100687355.html,90.72,680.0,74956.0,21,3,4个月以前,西南,1室2厅,中楼层(共32层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100673977,99弄二期花园景观两房，全南带外阳台，视野开阔光照长,https://sh.lianjia.com/ershoufang/107100673977.html,97.62,740.0,75805.0,37,2,4个月以前,南,2室2厅,中楼层(共35层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100811822,高区南北直通+两南一北3阳台+朝向正+看花园+位置安静,https://sh.lianjia.com/ershoufang/107100811822.html,140.37,910.0,64829.0,18,7,3个月以前,东南,3室2厅,中楼层(共35层),简装,有电梯,2002
sh,5011000014141,中远两湾城,107100565729,一期品质楼，景观2居，位置好，出行方便，全南户型。,https://sh.lianjia.com/ershoufang/107100565729.html,95.83,670.0,69916.0,51,12,6个月以前,西南,2室2厅,低楼层(共34层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100939451,四期ZHONG心花园+南北花园HUAN绕+诚意出售,https://sh.lianjia.com/ershoufang/107100939451.html,141.7,920.0,64926.0,5,0,1个月以前,南,3室2厅,低楼层(共26层),简装,有电梯,2006
sh,5011000014141,中远两湾城,107100113385,诚意出售位置佳好近地铁楼层高看苏州河、梦清园景观,https://sh.lianjia.com/ershoufang/107100113385.html,160.26,1250.0,77999.0,14,1,11个月以前,南西南,3室2厅,中楼层(共32层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100940084,沿河第Y排！买入675W+！税费少！高区景观！诚意出售,https://sh.lianjia.com/ershoufang/107100940084.html,131.43,830.0,63152.0,105,9,1个月以前,南,3室2厅,中楼层(共34层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100612787,沿河第YI排没有任何遮挡，业主诚意，随时看，价格可谈,https://sh.lianjia.com/ershoufang/107100612787.html,162.77,1200.0,73724.0,35,1,5个月以前,南,4室1厅,低楼层(共30层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107100988405,中远两湾城 3室2厅 960万,https://sh.lianjia.com/ershoufang/107100988405.html,135.48,960.0,70860.0,6,5,31天以前,东南,3室2厅,高楼层(共34层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100626543,婚房装修 南北通透 看小区花园 另带地下产权车位,https://sh.lianjia.com/ershoufang/107100626543.html,62.76,500.0,79669.0,76,19,5个月以前,南,1室2厅,高楼层(共32层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100216950,沿河景观，南北朝向，房东置换到北京，诚意出售。,https://sh.lianjia.com/ershoufang/107100216950.html,150.82,930.0,61663.0,46,6,10个月以前,南,3室2厅,低楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100610738,一线苏州河景观 通透精装温馨一居业主诚售 看房有钥匙,https://sh.lianjia.com/ershoufang/107100610738.html,67.38,535.0,79401.0,147,0,5个月以前,南,1室2厅,中楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100970396,高区南北通 全南景观三房 业主诚意出售 看房有钥匙,https://sh.lianjia.com/ershoufang/107100970396.html,123.74,850.0,68693.0,25,8,1个月以前,南,3室2厅,高楼层(共34层),精装,有电梯,2005
sh,5011000014141,中远两湾城,107100622935,中，央空调地暖+06年建成+小区花园全景+边套采光好,https://sh.lianjia.com/ershoufang/107100622935.html,133.19,850.0,63819.0,37,4,5个月以前,南,3室2厅,低楼层(共32层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107000232905,中远两湾城 2室2厅 660万,https://sh.lianjia.com/ershoufang/107000232905.html,97.75,660.0,67520.0,40,1,一年前,西南,2室2厅,低楼层(共35层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100893587,位置安静，高区景观房 进出方便，视眼不遮挡房型正气,https://sh.lianjia.com/ershoufang/107100893587.html,159.96,1300.0,81271.0,13,0,2个月以前,南,4室2厅,低楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100908307,位置安静，小区花园 进出方便，视眼不遮挡，房型正气,https://sh.lianjia.com/ershoufang/107100908307.html,142.81,950.0,66522.0,16,0,2个月以前,南,3室2厅,低楼层(共27层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100404397,有露台，位置安静，环境舒适，近地铁，出行便捷,https://sh.lianjia.com/ershoufang/107100404397.html,107.65,707.0,65676.0,90,3,7个月以前,南,2室2厅,低楼层(共33层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107100748619,新出笋盘+99弄南北通三房，视野开阔，前排无任何遮挡,https://sh.lianjia.com/ershoufang/107100748619.html,127.5,825.0,64706.0,53,1,4个月以前,南北,3室2厅,中楼层(共34层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100802930,南北通三房 带前后外阳台 满5唯一 精装修 诚意出售,https://sh.lianjia.com/ershoufang/107100802930.html,140.96,940.0,66686.0,14,2,3个月以前,南北,3室2厅,中楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100835491,沿河景观房，双阳台可以改两房，交通便利有钥匙随时看,https://sh.lianjia.com/ershoufang/107100835491.html,90.72,700.0,77161.0,8,9,2个月以前,西南,1室2厅,高楼层(共32层),其他,有电梯,2004
sh,5011000014141,中远两湾城,107100798314,俯瞰8.6公顷大公园+24小时大堂物业保安管理+可做两房,https://sh.lianjia.com/ershoufang/107100798314.html,90.72,670.0,73854.0,19,3,3个月以前,西南,1室2厅,中楼层(共32层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100946693,满五唯一，房型正气，中高区楼层，位置安静,https://sh.lianjia.com/ershoufang/107100946693.html,67.38,525.0,77917.0,34,19,1个月以前,南,1室1厅,中楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100194381,沿河一排双阳台景观一房可改二！有钥匙随时看房价可谈,https://sh.lianjia.com/ershoufang/107100194381.html,65.26,554.0,84892.0,53,0,10个月以前,南,1室2厅,高楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100733446,沿河景观双南两房两卫，精装修带地下产权车位有钥匙,https://sh.lianjia.com/ershoufang/107100733446.html,102.62,748.0,72891.0,79,0,4个月以前,南,2室2厅,中楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100884281,沿河一排，看苏州河户型好大四房。,https://sh.lianjia.com/ershoufang/107100884281.html,165.9,1250.0,75347.0,13,2,2个月以前,南,4室2厅,高楼层(共27层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100813220,一期品质楼，进出方便。离地铁比较近。,https://sh.lianjia.com/ershoufang/107100813220.html,140.68,900.0,63975.0,10,0,3个月以前,南,3室1厅,低楼层(共30层),其他,有电梯,2001
sh,5011000014141,中远两湾城,107100900646,眺望苏州河 位置安静户型方正 出行便捷 精致两房诚售,https://sh.lianjia.com/ershoufang/107100900646.html,99.66,725.0,72748.0,36,10,2个月以前,南,2室2厅,低楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100855737,一房客户喜欢看这套，因为总价低单价也很低，诚意出售,https://sh.lianjia.com/ershoufang/107100855737.html,72.61,520.0,71616.0,118,10,2个月以前,南,1室2厅,低楼层(共32层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100915796,两房朝南 楼层好 户型正气 看花园景观 有车位,https://sh.lianjia.com/ershoufang/107100915796.html,109.71,710.0,64717.0,88,2,1个月以前,南,2室2厅,中楼层(共33层),精装,有电梯,2005
sh,5011000014141,中远两湾城,107100873068,南北通两房，可改3房，采光好，业主自住装修,https://sh.lianjia.com/ershoufang/107100873068.html,123.74,850.0,68693.0,12,2,2个月以前,南,2室2厅,中楼层(共34层),精装,有电梯,2005
sh,5011000014141,中远两湾城,107100388071,沿河大三房，正看苏州河梦清园，有车位另算60万,https://sh.lianjia.com/ershoufang/107100388071.html,141.1,1020.0,72290.0,17,2,8个月以前,南,3室2厅,中楼层(共34层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100602247,户型方正，高区景观房，视野开阔，日照充足，看房方便,https://sh.lianjia.com/ershoufang/107100602247.html,69.56,565.0,81225.0,13,0,5个月以前,东南,1室2厅,高楼层(共34层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107100549306,中高区楼层，精装拎包入住，安静正看小区花园！,https://sh.lianjia.com/ershoufang/107100549306.html,72.61,550.0,75748.0,47,2,6个月以前,南,1室2厅,高楼层(共32层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100654798,中区楼层，位置安静看绿化，正南朝向，全天采光不遮挡,https://sh.lianjia.com/ershoufang/107100654798.html,59.44,500.0,84119.0,50,0,5个月以前,南,1室2厅,中楼层(共30层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100678123,文明门梯控楼 满5年唯一 高区楼层 业主诚意出售,https://sh.lianjia.com/ershoufang/107100678123.html,67.48,525.0,77801.0,2,0,4个月以前,南,1室2厅,高楼层(共34层),简装,有电梯,2005
sh,5011000014141,中远两湾城,107100264604,好房子，南北通带阳台，99弄两房，厨卫餐厅全明看景观,https://sh.lianjia.com/ershoufang/107100264604.html,95.67,735.0,76827.0,136,17,9个月以前,南,2室2厅,中楼层(共34层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100774709,南北通四房 带前后外阳台 满五唯一 户型正气 交通便捷,https://sh.lianjia.com/ershoufang/107100774709.html,164.6,1120.0,68044.0,15,0,3个月以前,南北,4室2厅,低楼层(共26层),毛坯,有电梯,2006
sh,5011000014141,中远两湾城,107002303871,业主是精装自己住的，保养很好！诚意急售,https://sh.lianjia.com/ershoufang/107002303871.html,72.94,580.0,79518.0,120,4,一年前,东南,1室2厅,低楼层(共33层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107002326875,诚意出售，户型正气，品质楼栋，可观苏州河梦清园。,https://sh.lianjia.com/ershoufang/107002326875.html,86.12,650.0,75477.0,175,0,一年前,东南,1室2厅,中楼层(共32层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100139361,一线河景  南北通透  楼层好采光佳 满五唯一免征个税,https://sh.lianjia.com/ershoufang/107100139361.html,160.45,1200.0,74790.0,75,0,10个月以前,南北,4室2厅,低楼层(共34层),精装,有电梯,2005
sh,5011000014141,中远两湾城,107100373927,新出笋盘！满五年唯一税费少，全南户型，看小区绿化,https://sh.lianjia.com/ershoufang/107100373927.html,97.62,750.0,76829.0,100,0,8个月以前,南,2室2厅,中楼层(共12层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100216588,装修保养好可拎包入住，正南朝向，位置安静不吵，诚售,https://sh.lianjia.com/ershoufang/107100216588.html,59.44,500.0,84119.0,211,7,10个月以前,南,1室2厅,低楼层(共30层),其他,有电梯,2003
sh,5011000014141,中远两湾城,107001558013,四期沿河景观三房，复式带露台，世界尽在您的眼底,https://sh.lianjia.com/ershoufang/107001558013.html,169.62,1200.0,70747.0,138,2,一年前,南,3室2厅,中楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107002183643,四期中间位置，户型南北错通，高区采光好，业主保养,https://sh.lianjia.com/ershoufang/107002183643.html,141.96,1000.0,70443.0,94,0,一年前,南,3室2厅,高楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100164697,中远两湾城三期晶彩世界苏州河边看整个梦清园可改2房,https://sh.lianjia.com/ershoufang/107100164697.html,90.72,670.0,73854.0,74,0,10个月以前,东南,1室2厅,中楼层(共32层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107100830996,中区楼层，通风采光好，看小区花园,https://sh.lianjia.com/ershoufang/107100830996.html,100.72,660.0,65529.0,144,11,3个月以前,西南,2室1厅,中楼层(共33层),精装,有电梯,2005
sh,5011000014141,中远两湾城,107100560402,中远两湾城 3室2厅 960万,https://sh.lianjia.com/ershoufang/107100560402.html,141.63,960.0,67783.0,5,0,6个月以前,南,3室2厅,低楼层(共34层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100081985,南北通四房 带前后外阳台 满五唯一 户型正气 交通便捷,https://sh.lianjia.com/ershoufang/107100081985.html,164.6,1250.0,75942.0,38,1,11个月以前,南北,4室2厅,低楼层(共26层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100345312,一期，高区南北直通景观房，正看梦清园景观，出行方便,https://sh.lianjia.com/ershoufang/107100345312.html,128.81,930.0,72200.0,15,0,8个月以前,南北,3室2厅,高楼层(共34层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100642598,诚意出售，看花园景观，视眼不遮挡，房型正气,https://sh.lianjia.com/ershoufang/107100642598.html,149.58,970.0,64849.0,17,1,5个月以前,南,4室2厅,低楼层(共34层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100422757,此房视野开阔，采光好，业主自己住，装修保养不错，,https://sh.lianjia.com/ershoufang/107100422757.html,104.37,675.0,64674.0,159,0,7个月以前,东南,2室2厅,中楼层(共34层),其他,有电梯,2005
sh,5011000014141,中远两湾城,107100148340,位置佳+厨卫全明全南户型+紧贴苏州河亲水岸+房东诚售,https://sh.lianjia.com/ershoufang/107100148340.html,160.17,1050.0,65556.0,59,3,10个月以前,南,3室2厅,高楼层(共33层),精装,有电梯,2004
sh,5011000014141,中远两湾城,107101050571,经典室内小错层+户型正气+全明格局+位置安静。,https://sh.lianjia.com/ershoufang/107101050571.html,121.82,800.0,65671.0,5,2,1天以前,南,2室2厅,低楼层(共30层),精装,有电梯,2003
sh,5011000014141,中远两湾城,107100273575,新出中区方正一房 三阳台设计  实用实惠,https://sh.lianjia.com/ershoufang/107100273575.html,62.36,505.0,80982.0,87,0,9个月以前,南,1室2厅,中楼层(共34层),其他,有电梯,2003
sh,5011000014141,中远两湾城,107100944046,三开间并排朝南 厅带阳台 户型好 出行便捷 居家优选,https://sh.lianjia.com/ershoufang/107100944046.html,103.67,720.0,69452.0,1,18,1个月以前,南,2室2厅,中楼层(共23层),简装,有电梯,2002
sh,5011000014141,中远两湾城,107100768225,苏河畔 公园隔河相望  一线景观新装三年 实惠诚售,https://sh.lianjia.com/ershoufang/107100768225.html,167.0,1150.0,68863.0,17,0,3个月以前,南,4室2厅,低楼层(共30层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107100734851,此房全南户型，厅带外阳台，楼层好视野开阔，位置安静,https://sh.lianjia.com/ershoufang/107100734851.html,99.44,745.0,74920.0,24,0,4个月以前,南,2室1厅,中楼层(共35层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100899832,俯瞰苏州河一线景观 位置安静 高区采光 无遮挡,https://sh.lianjia.com/ershoufang/107100899832.html,171.7,1230.0,71637.0,22,2,2个月以前,南北,4室2厅,高楼层(共18层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107101021392,一期新上架房源，品质楼栋，楼层佳视野开阔，全南户型,https://sh.lianjia.com/ershoufang/107101021392.html,105.51,690.0,65397.0,24,5,8天以前,南,2室2厅,中楼层(共33层),精装,有电梯,2001
sh,5011000014141,中远两湾城,107100707947,苏州河畔 有阳台 中潭路地铁 内环内,https://sh.lianjia.com/ershoufang/107100707947.html,149.04,1050.0,70451.0,6,0,4个月以前,南,3室2厅,低楼层(共34层),精装,有电梯,2002
sh,5011000014141,中远两湾城,107100681073,中远两湾城 3室2厅 855万,https://sh.lianjia.com/ershoufang/107100681073.html,140.37,855.0,60911.0,29,2,4个月以前,西南,3室2厅,低楼层(共35层),简装,有电梯,2002
sh,5011000014141,中远两湾城,107100665328,苏河畔 一线景观房 近两年内该楼户型没有出售过,https://sh.lianjia.com/ershoufang/107100665328.html,148.93,1050.0,70503.0,23,0,5个月以前,南北,3室2厅,高楼层(共33层),精装,有电梯,2006
sh,5011000014141,中远两湾城,107100817474,笋盘推荐+高区楼层！91弄一线河景，视野开阔，采光好,https://sh.lianjia.com/ershoufang/107100817474.html,158.17,1120.0,70810.0,2,0,3个月以前,南,3室2厅,高楼层(共32层),毛坯,有电梯,2004
sh,5011000014141,中远两湾城,107100831734,笋盘：满五唯一税少+精装修+文明楼安静+三南看花园！,https://sh.lianjia.com/ershoufang/107100831734.html,107.65,760.0,70600.0,19,0,3个月以前,南,2室2厅,低楼层(共33层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107100834179,苏州河一排+qu明边套+出入方便+毛坯直接装修,https://sh.lianjia.com/ershoufang/107100834179.html,148.93,1050.0,70503.0,10,0,3个月以前,西南,3室2厅,中楼层(共33层),其他,有电梯,2006
sh,5011000014141,中远两湾城,107100933024,中高区楼层 户型方正 满两年 税费低 诚意出售,https://sh.lianjia.com/ershoufang/107100933024.html,99.44,720.0,72406.0,19,0,1个月以前,东南,2室2厅,中楼层(共35层),精装,有电梯,2002
