,0,1,2,3,4,5,6
615,7,至尊堡,128234688,至尊堡堡,该商户暂无星级,http://www.dianping.com/shop/128234688/review,
616,7,至尊堡,77403387,至尊堡(龙华区店),三星商户,http://www.dianping.com/shop/77403387/review,
617,8,至尊堡,103559572,至尊堡,该商户暂无星级,http://www.dianping.com/shop/103559572/review,
618,8,至尊堡,92994578,至尊堡,准四星商户,http://www.dianping.com/shop/92994578#comment,
619,8,至尊堡,91969378,至尊堡,该商户暂无星级,http://www.dianping.com/shop/91969378/review,
708,9,至尊堡,124599856,新至尊堡,该商户暂无星级,http://www.dianping.com/shop/124599856/review,
709,9,至尊堡,90606097,至尊堡,该商户暂无星级,http://www.dianping.com/shop/90606097/review,
710,9,至尊堡,124756488,至尊堡,该商户暂无星级,http://www.dianping.com/shop/124756488/review,
711,9,至尊堡,99071876,至尊堡,该商户暂无星级,http://www.dianping.com/shop/99071876/review,
712,9,至尊堡,103002494,至尊堡,准四星商户,http://www.dianping.com/shop/103002494#comment,
776,10,至尊堡,122062639,至尊堡,准四星商户,http://www.dianping.com/shop/122062639#comment,
777,10,至尊堡,92615396,至尊堡汉堡店,准四星商户,http://www.dianping.com/shop/92615396#comment,
778,10,至尊堡,21230795,至尊堡开饭啦,三星商户,http://www.dianping.com/shop/21230795/review,
947,13,至尊堡,110965908,至尊堡,准四星商户,http://www.dianping.com/shop/110965908#comment,
948,13,至尊堡,70771650,至尊堡(硕放店),准四星商户,http://www.dianping.com/shop/70771650#comment,
949,13,至尊堡,110710905,至尊堡奶茶•汉堡•炸鸡,三星商户,http://www.dianping.com/shop/110710905#comment,
982,14,至尊堡,92832809,至尊堡炸鸡,该商户暂无星级,http://www.dianping.com/shop/92832809/review,
983,14,至尊堡,32779063,至尊堡,该商户暂无星级,http://www.dianping.com/shop/32779063/review,
984,14,至尊堡,67331787,至尊堡(师大店),该商户暂无星级,http://www.dianping.com/shop/67331787/review,
1014,15,至尊堡,124996619,至尊堡堡,该商户暂无星级,http://www.dianping.com/shop/124996619/review,
1015,15,至尊堡,126759538,凡人至尊堡,该商户暂无星级,http://www.dianping.com/shop/126759538/review,
1051,16,至尊堡,21353319,至尊汉堡,三星商户,http://www.dianping.com/shop/21353319#comment,
1081,16,至尊堡,69865820,至尊汉堡,准四星商户,http://www.dianping.com/shop/69865820#comment,
1087,16,至尊堡,70067980,至尊汉堡,准四星商户,http://www.dianping.com/shop/70067980#comment,
1145,17,至尊堡,111814240,至尊堡汉堡披萨,准四星商户,http://www.dianping.com/shop/111814240#comment,
1146,17,至尊堡,91649686,至尊堡,该商户暂无星级,http://www.dianping.com/shop/91649686/review,
1370,21,至尊堡,67897096,至尊堡,准四星商户,http://www.dianping.com/shop/67897096#comment,
1407,22,至尊堡,24026370,至尊堡,准四星商户,http://www.dianping.com/shop/24026370/review,
1408,22,至尊堡,23050186,至尊堡,该商户暂无星级,http://www.dianping.com/shop/23050186#comment,歇业/关闭
1409,23,至尊堡,107720716,至尊堡炸鸡汉堡,三星商户,http://www.dianping.com/shop/107720716/review,
1467,28,至尊堡,97460129,至尊堡汉堡(钢北店),该商户暂无星级,http://www.dianping.com/shop/97460129/review,
1510,32,至尊堡,95855413,至尊堡,该商户暂无星级,http://www.dianping.com/shop/95855413/review,
1538,35,至尊堡,98486584,至尊堡,该商户暂无星级,http://www.dianping.com/shop/98486584/review,
1539,35,至尊堡,110263736,至尊堡,该商户暂无星级,http://www.dianping.com/shop/110263736/review,
1602,45,至尊堡,103606470,至尊堡,该商户暂无星级,http://www.dianping.com/shop/103606470/review,
1603,45,至尊堡,97445829,至尊堡,准四星商户,http://www.dianping.com/shop/97445829#comment,
1616,47,至尊堡,59171148,至尊堡(团结店),准四星商户,http://www.dianping.com/shop/59171148#comment,
1617,47,至尊堡,125315497,至尊堡·现烤汉堡(包百店),该商户暂无星级,http://www.dianping.com/shop/125315497/review,
1618,47,至尊堡,98320678,至尊堡.炸鸡汉堡(新星美地店),三星商户,http://www.dianping.com/shop/98320678#comment,
1619,47,至尊堡,121545934,至尊堡,该商户暂无星级,http://www.dianping.com/shop/121545934/review,
1620,47,至尊堡,98177258,至尊堡(科大店),准四星商户,http://www.dianping.com/shop/98177258#comment,
1643,52,至尊堡,93369800,第七街浪漫味道至尊堡,准四星商户,http://www.dianping.com/shop/93369800#comment,
1683,63,至尊堡,93621949,至尊堡 建丰市场店,该商户暂无星级,http://www.dianping.com/shop/93621949/review,
1684,63,至尊堡,123838780,至尊堡,该商户暂无星级,http://www.dianping.com/shop/123838780/review,
1695,67,至尊堡,98208435,至尊堡,该商户暂无星级,http://www.dianping.com/shop/98208435/review,
1735,71,至尊堡,113973300,咖喱至尊汉堡炸鸡,该商户暂无星级,http://www.dianping.com/shop/113973300/review,
1736,71,至尊堡,104889765,至尊汉堡,该商户暂无星级,http://www.dianping.com/shop/104889765/review,
1755,79,至尊堡,125969449,至尊堡堡(闽江店),该商户暂无星级,http://www.dianping.com/shop/125969449/review,
1756,79,至尊堡,91015128,至尊堡堡,该商户暂无星级,http://www.dianping.com/shop/91015128/review,
1757,79,至尊堡,123011146,至尊堡(大学城店),该商户暂无星级,http://www.dianping.com/shop/123011146/review,
1829,92,至尊堡,77467444,至尊堡,该商户暂无星级,http://www.dianping.com/shop/77467444/review,
1830,92,至尊堡,114685921,至尊堡西式休闲快餐厅,该商户暂无星级,http://www.dianping.com/shop/114685921/review,
1836,92,至尊堡,66388273,至尊汉堡,准四星商户,http://www.dianping.com/shop/66388273#comment,
1844,92,至尊堡,77467444,至尊堡,该商户暂无星级,http://www.dianping.com/shop/77467444/review,
1845,92,至尊堡,114685921,至尊堡西式休闲快餐厅,该商户暂无星级,http://www.dianping.com/shop/114685921/review,
1851,92,至尊堡,66388273,至尊汉堡,准四星商户,http://www.dianping.com/shop/66388273#comment,
1865,93,至尊堡,73617708,七柒至尊堡汉堡,准四星商户,http://www.dianping.com/shop/73617708#comment,
1879,94,至尊堡,17713201,至尊堡,准四星商户,http://www.dianping.com/shop/17713201#comment,
1880,94,至尊堡,17831266,至尊堡,准四星商户,http://www.dianping.com/shop/17831266#comment,
1960,105,至尊堡,127856567,至尊堡,该商户暂无星级,http://www.dianping.com/shop/127856567/review,
1989,108,至尊堡,79605457,至尊堡,该商户暂无星级,http://www.dianping.com/shop/79605457/review,
1990,108,至尊堡,97821328,至尊堡(路桥店),该商户暂无星级,http://www.dianping.com/shop/97821328/review,
2016,111,至尊堡,58635483,至尊堡,该商户暂无星级,http://www.dianping.com/shop/58635483/review,
2030,116,至尊堡,97975738,至尊堡(汉堡、奶茶、小吃),该商户暂无星级,http://www.dianping.com/shop/97975738/review,
2033,120,至尊堡,124559046,至尊堡,该商户暂无星级,http://www.dianping.com/shop/124559046/review,
2058,127,至尊堡,110869908,至尊堡蟹堡饭,该商户暂无星级,http://www.dianping.com/shop/110869908/review,
2065,129,至尊堡,124634729,至尊堡汉堡,该商户暂无星级,http://www.dianping.com/shop/124634729/review,
2066,129,至尊堡,121485663,至尊堡,该商户暂无星级,http://www.dianping.com/shop/121485663/review,
2099,134,至尊堡,96612487,至尊堡,三星商户,http://www.dianping.com/shop/96612487#comment,
2100,134,至尊堡,98055317,至尊堡(上海北路店),该商户暂无星级,http://www.dianping.com/shop/98055317#comment,
2101,134,至尊堡,126358708,至尊堡炸鸡汉堡,该商户暂无星级,http://www.dianping.com/shop/126358708/review,
2102,134,至尊堡,96448463,至尊堡,三星商户,http://www.dianping.com/shop/96448463#comment,
2104,134,至尊堡,110569782,至尊汉堡,该商户暂无星级,http://www.dianping.com/shop/110569782/review,
2110,135,至尊堡,103574131,至尊堡(老陶院店),该商户暂无星级,http://www.dianping.com/shop/103574131/review,
2152,148,至尊堡,67165415,至尊堡炸鸡汉堡,该商户暂无星级,http://www.dianping.com/shop/67165415/review,
2161,149,至尊堡,92699884,至尊堡,该商户暂无星级,http://www.dianping.com/shop/92699884/review,
2162,149,至尊堡,98783399,至尊堡,该商户暂无星级,http://www.dianping.com/shop/98783399#comment,
2163,149,至尊堡,68477185,至尊堡,该商户暂无星级,http://www.dianping.com/shop/68477185/review,
2181,150,至尊堡,97590631,至尊堡(西滨路店),该商户暂无星级,http://www.dianping.com/shop/97590631/review,
2249,158,至尊堡,80087475,至尊汉堡,该商户暂无星级,http://www.dianping.com/shop/80087475/review,
2252,158,至尊堡,21805858,至尊汉堡(明日星城店),三星商户,http://www.dianping.com/shop/21805858#comment,
2255,158,至尊堡,83512977,至尊汉堡,准四星商户,http://www.dianping.com/shop/83512977#comment,
2257,158,至尊堡,22784713,至尊汉堡(张课店),准四星商户,http://www.dianping.com/shop/22784713#comment,
2258,159,至尊堡,91859131,至尊堡,准四星商户,http://www.dianping.com/shop/91859131#comment,
2259,159,至尊堡,101928189,至尊堡串串香,该商户暂无星级,http://www.dianping.com/shop/101928189/review,
2277,160,至尊堡,97701076,至尊堡(工商学院店),该商户暂无星级,http://www.dianping.com/shop/97701076/review,
2278,160,至尊堡,91623858,至尊堡,该商户暂无星级,http://www.dianping.com/shop/91623858/review,
2279,160,至尊堡,67322558,至尊堡(佛岗店),准四星商户,http://www.dianping.com/shop/67322558#comment,
2280,160,至尊堡,77930549,至尊堡,该商户暂无星级,http://www.dianping.com/shop/77930549/review,
2331,161,至尊堡,125734145,至尊堡,该商户暂无星级,http://www.dianping.com/shop/125734145/review,
2344,162,至尊堡,112629194,至尊堡汉堡炸鸡,该商户暂无星级,http://www.dianping.com/shop/112629194/review,
2345,162,至尊堡,96039623,至尊堡,该商户暂无星级,http://www.dianping.com/shop/96039623/review,
2346,162,至尊堡,91912684,superburger至尊堡,该商户暂无星级,http://www.dianping.com/shop/91912684/review,
2380,163,至尊堡,19653294,至尊堡汉堡(纸坊店),四星商户,http://www.dianping.com/shop/19653294#comment,
2381,163,至尊堡,26971308,至尊堡汉堡(茨芭店),准四星商户,http://www.dianping.com/shop/26971308#comment,
2382,163,至尊堡,32584553,至尊堡汉堡(薛店店),准四星商户,http://www.dianping.com/shop/32584553#comment,
2383,163,至尊堡,23912464,至尊堡汉堡(杨楼店),准四星商户,http://www.dianping.com/shop/23912464#comment,
2384,163,至尊堡,24774424,旺旺至尊堡汉堡(官庄店),四星商户,http://www.dianping.com/shop/24774424#comment,
2385,163,至尊堡,27402572,至尊堡汉堡,三星商户,http://www.dianping.com/shop/27402572#comment,
2386,163,至尊堡,59391928,至尊堡汉堡(骑岭闫庄店),三星商户,http://www.dianping.com/shop/59391928#comment,
2387,163,至尊堡,112766399,至尊堡,该商户暂无星级,http://www.dianping.com/shop/112766399/review,
2388,163,至尊堡,107040331,至尊堡,该商户暂无星级,http://www.dianping.com/shop/107040331/review,
2389,164,至尊堡,122653274,至尊堡,该商户暂无星级,http://www.dianping.com/shop/122653274/review,
2398,165,至尊堡,122772970,至尊堡炸鸡,该商户暂无星级,http://www.dianping.com/shop/122772970/review,歇业/关闭
2427,168,至尊堡,69834468,至尊堡,该商户暂无星级,http://www.dianping.com/shop/69834468/review,
2445,170,至尊堡,108358919,至尊汉堡(辽河路店),该商户暂无星级,http://www.dianping.com/shop/108358919/review,
2490,173,至尊堡,111590865,至尊堡汉堡炸鸡,该商户暂无星级,http://www.dianping.com/shop/111590865/review,
2509,174,至尊堡,90418516,至尊堡,该商户暂无星级,http://www.dianping.com/shop/90418516/review,歇业/关闭
2510,174,至尊堡,90506814,至尊堡,该商户暂无星级,http://www.dianping.com/shop/90506814/review,
2519,175,至尊堡,95341969,至尊堡,该商户暂无星级,http://www.dianping.com/shop/95341969/review,
2556,179,至尊堡,95190895,至尊堡,三星商户,http://www.dianping.com/shop/95190895#comment,
2570,185,至尊堡,96301267,至尊堡(罗田店),该商户暂无星级,http://www.dianping.com/shop/96301267/review,
2613,199,至尊堡,72354479,至尊堡煲仔饭,该商户暂无星级,http://www.dianping.com/shop/72354479/review,
2627,202,至尊堡,124760303,至尊堡,该商户暂无星级,http://www.dianping.com/shop/124760303/review,
2638,206,至尊堡,98207988,精点.至尊堡,该商户暂无星级,http://www.dianping.com/shop/98207988/review,
2639,206,至尊堡,120110538,至尊堡(吉珠店),该商户暂无星级,http://www.dianping.com/shop/120110538/review,
2651,208,至尊堡,110338177,至尊堡炸鸡汉堡,该商户暂无星级,http://www.dianping.com/shop/110338177/review,
2652,208,至尊堡,113967579,至尊堡,该商户暂无星级,http://www.dianping.com/shop/113967579/review,
2661,208,至尊堡,93638910,至尊汉堡,该商户暂无星级,http://www.dianping.com/shop/93638910/review,
2668,209,至尊堡,99084922,至尊堡炸鸡汉堡(外海店),准四星商户,http://www.dianping.com/shop/99084922#comment,
2703,213,至尊堡,122237036,至尊堡炸鸡汉堡,该商户暂无星级,http://www.dianping.com/shop/122237036/review,
2717,214,至尊堡,40603941,至尊堡,准四星商户,http://www.dianping.com/shop/40603941#comment,
2721,216,至尊堡,92247252,至尊汉堡西式快餐店,该商户暂无星级,http://www.dianping.com/shop/92247252/review,
2731,219,至尊堡,98557075,坤记至尊堡,准四星商户,http://www.dianping.com/shop/98557075#comment,
2762,222,至尊堡,113146305,至尊堡,准四星商户,http://www.dianping.com/shop/113146305#comment,
2768,224,至尊堡,93448133,至尊堡炸鸡王(西大店),该商户暂无星级,http://www.dianping.com/shop/93448133/review,
2769,224,至尊堡,76911466,至尊堡,该商户暂无星级,http://www.dianping.com/shop/76911466/review,
2770,224,至尊堡,100690751,睛天至尊堡,该商户暂无星级,http://www.dianping.com/shop/100690751/review,
2803,228,至尊堡,123369209,至尊堡炸鸡汉堡,该商户暂无星级,http://www.dianping.com/shop/123369209/review,
2863,251,至尊堡,126832875,至尊堡,该商户暂无星级,http://www.dianping.com/shop/126832875/review,
2972,308,至尊堡,110046348,至尊堡,该商户暂无星级,http://www.dianping.com/shop/110046348/review,
2999,325,至尊堡,128044375,至尊堡餐厅,该商户暂无星级,http://www.dianping.com/shop/128044375/review,
3000,325,至尊堡,111515598,至尊堡,该商户暂无星级,http://www.dianping.com/shop/111515598/review,
3001,325,至尊堡,122831701,至尊堡,该商户暂无星级,http://www.dianping.com/shop/122831701/review,
3009,344,至尊堡,108195752,至尊堡,该商户暂无星级,http://www.dianping.com/shop/108195752/review,
3021,344,至尊堡,82684760,至尊汉堡炸鸡(河西店),准四星商户,http://www.dianping.com/shop/82684760#comment,
